,text,fake
1101,It has the advantage of being an easily accessible technique and of easy execution 19.,0
1102,"For McCabe 2014, the quality changes shall be done during all the production process, by monitoring all the stages of the activities that are in execution, in order to warrant that all the activities are developing as they were planned.",0
1103,"That is to say, by accepting the thesis of the morbid nature of the consanguine union together with the thesis that the union only favors the apparition of pathologies in the offspring that are carried by the parents, they conclude by recommending a certain principle of prudence, which was not compatible with the regulation proposed by the jurists in the Civil Code promulgated in 1871:",0
1104,In recent years a relation between H. pylori infection and delayed gastric emptying has been proposed.,0
1105,"One review revealed that poor quality of the trials was due to masking issues, subjective measurements and potential Hawthorne effect.",0
1106,"However, if the 20% of electricity were supplied by offshore wind using 3.5 MW turbines another 3200 turbines might be necessary to achieve the remainder 11% target.",0
1107,"However, it is important that social networks are used as Public Relations tools, promoting the experiences of users and to subsequently share them.",0
1108,To determine variables implicated in anastomotic and non-anastomotic biliary complications a multivariate analysis was performed Cox regression.,0
1109,• N-S-Ar or saddle S angle: determines inclination or cranial base flexure Figure 1. • SNA angle: Indicates the anterior-posterior position of the upper jaw with respect to the cranial base. • SNB angle: Indicates anterior-posterior position of the mandible with respect to the cranial base. • ANB angle: indicates anterior-posterior discrepancy between upper and lower jaws.,0
1110,"This amount is considered low when comparing it to a 1999’s national study, when the prevalence of hopelessness indicative of high suicide risk was close to 25% in teenagers of high school 4and 5graders.However, the results are still concerning, when taking the Costa Rica’s IV State of Children and Adolescent Rights as a reference, that reported in 2006 a total of 41 suicide attempts in teenagers , the percentage found in the research was only the tip of the iceberg of the great problem suicide represents in the country.",0
1111,"According to the right side of the equation, the capacity of resource k could be exceeded, with an associated cost and with some limitations; the extra fraction of resource k in period t was represented asyk,t.",0
1112,"The most usual side effects are somnolence, excessive weakness, vertigo, psychological alterations, headache, nausea, vomiting, asthenia, depression, diarrhea and hypotension.",0
1113,"Of the remaining 640 patients, S. pneumoniae was found to be the etiologic agent in 118, who were therefore selected for inclusion in the study.",0
1114,The Cruzan case was important because it was the first time a case of this kind was discussed in the U. S. Supreme Court. That court presented three important conclusions: 1.,0
1115,"Finally, we included a dichotomous variable that indicates whether during the protest there were arrests 1, 21.1% or not 0, 78.9%.",0
1116,"The removed blocks batch 6, aged approx. 1640 4.5 years, presented compressive strength of 12.2 MPa, thereby showing that there was no strength reduction when blocks were exposed to environmental conditions rain, sun, and small pedestrian flow; on the contrary, it slightly increased.",0
1117,"WHO supports Observatories at the regional and country level, GHWA has a clear Country Coordination and Facilitation framework that it has disseminated broadly, and there are HRH Stakeholder Leadership Guidelines about to be published 9.",0
1118,"Similarly, in 1968, during the presidency of Carlos Lleras Restrepo, the National Council of Rehabilitation was formed, which included the participation of the ACMF&R.",0
1119,"This finding corroborates the results of Araujo and Silva 2010, who reported that MA researchers in Brazil use unorthodox measures to conduct their work.",0
1120,"An accelerated Loading Assembly, named ATLAS, was employed to load slabs, which has 38 m length and it is well capable of testing sections of 26 m length.",0
1121,Prevention of skin-related diseases is one of the most investigated topics because it implies a serious public health concern.,0
1122,This punishment aims to deprive individuals involved in a crime of their freedom for the rest of their lives. What is at stake here is not so much the reference to the criminal act performed by young people but rather their exclusion as a constant threat to safety and the social order.,0
1123,"Characterizing the Twelfth-Year Constitution has not been an easy task for historians of both groups, an issue that originates in efforts carried out in order to stress the benefits of a new political form of liberal tendency by a considerable portion of the Courts deputies, who sought to affirm Nation and Constitution roots in Spain's remote medieval origins which they aimed at recovering and making current.",0
1124,"When construction of the first Spanish nuclear power stations began in 1963, passing such legislation became urgent.",0
1125,"For imports, the opposite occurred see Figure 3.",0
1126,Results,0
1127,"We carried out a retrospective and descriptive study in Medellin, Colombia in three level three centers: Hospital Pablo Tobón Uribe, Hospital San Vicente de Paúl and Clínica el Rosario. The study was conducted between January 2002 and June 2008.",0
1128,This statistically borderline value probably reflects the small sample size.,0
1129,"Secondly, I must also thank my commentators for their deep insights which definitely add relevant arguments to better position a crucial debate for contemporary epidemiology.",0
1130,Hygienic waste constitutes the third category of residentially-generated SW.,0
1131,"Ventricular fibrillation: The continual chaotic and undulating movement of the heart's ventricles, which is not strong enough to pump blood.",0
1132,Figure 3,0
1133,"Data for the second period is drawn from the medication consumption report in the preliminary informed consent procedure of our service. There is evidence of a more than 300% increase in consumption of proton pump inhibitors PPIs. Consumption of H2 receptor antagonists increased 6%, while there was a 15% reduction in the consumption of antacids.",0
1134,"Another study analyzed 103 Brazilian publications, consisting of 72 reports in mass-circulation newspapers and magazines and 31 articles of journals of Psychiatry on the uses of Ritalin, since 1998 - the year in which the drug was authorized in Brazil - until 2008.",0
1135,"Gu P. et al. 2000 studied durability on SCM concretes and concluded that the use of SCM considerably reduced permeability to chloride ions compared to mixtures with no SCM's, which was reflected by a higher protection to reinforced steel even with low coating surface.",0
1136,This paper reviews microbiological issues related to culturing H. pylori and factors implicit in it.,0
1137,2 OA does not try to change or refuse exploitation rights; open access uses works in the public domain with the consent of the holder of their rights.,0
1138,"The main etiological factor of ECC is S. mutans that when in conjunction with S. sobrinus , becomes more acidogenic and aggressive than mutans and lactobacillus groups.",0
1139,We hope that the application of this policy will represent a huge step forward to improve the quality of publications related to public health and health administration.,0
1140,"The Pan-American Health Organization defines planning of the human resource as an analytical process that determines the personnel according to the patients' needs, that is, having the right number and type of individuals in the indicated place and time, with the skills to perform the actions that improve the health of the population and accomplish their wellbeing.",0
1141,"The purpose of this initiative was to finance new or old dwellings and their extension, renovation or rehabilitation.",0
1142,"This new agent has a powerful inhibitory effect on the pain level of animals subject to mechanical thermal and electrical neuronal responses in models of spinal nerve ligatures Chan rats. And different from morphine, tapentadol maintains its efficacy after neuronal injury.",0
1143,"In addition, there is the Hospital de Clínicas of Universidade de la República UdelaR; the Health Service of the Armed Forces and the Health Service of the Police; the medical services of the Municipal Authorities, BPS and autonomous entities.",0
1144,"Two additional trocars 12-mm and 10-mm, respectively were placed in the fourth intercostal space: the first at the posterior port and the second at the anterior port.",0
1145,"Among the recent cases that our study has made in the calculation of wood structures, the following projects stand out: Hotel Tierra Patagonia in the Parque Nacional Torres del Paine by architect Cazú Zegers and in the Centro de Eventos Casona de la Laguna by architect Germán del Sol in the outskirts of Santiago.",0
1146,It is not recommended to suddenly suspend steroid administration for fear of causing an adrenal failure.,0
1147,"Conclusions: Coe Comfort conditioner presents a more regular surface with less Candida albicans adhesion, whereas Flexacryl is the one presenting greater irregularities and Candida albicans adherence in its surface.",0
1148,This stresses the fact that housing is not only understood and appropriate to a need and not merchand ise to be commercialized.,0
1149,"For instance, they feared that the baby would get a fracture since his/her fragileness includes his/her bones, lungs and the head which they felt so soft. Such fear started being minimized as they felt more secure while touching and moving the baby and the baby started gaining weight and muscle tone.",0
1150,"Although the literature currently makes b recommendations that performance of polypectomies to treat polyps larger than 2 cm across should be done through endoscopic submucosal dissection, we consider that the inject and cut technique is an alternative that requires less advanced training and less resources. This technique has shown that, if performed properly by cutting larger fragments rather than several smaller fragments, it can accomplish comparable success rates for most cases 25.",0
1151,"Currently there are no literature reports on the specific use of TEG-guided transfusion protocols in patients in whom this surgical technique is used. 1. Thomas J, Yetman A. Management of cardiovascular disease in Turner syndrome. Expert Rev Cardiovasc Ther. 2009;7:1631-1.",0
1152,"Different instruments are available to evaluate the EE in health careers, in the classroom and in clinical scenariosThe broadest experience in these evaluations has been carried out in Anglo-Saxon countries and by the careers in Nursing and Medicine.",0
1153,"One of them is the age of the researchers, given that a majority are 46 or older 71.9%, which is related to a generational change and to the so-called “brain drain”. This situation is a product of a highly competitive, globalized and unequal society.",0
1154,"Consequently, the TOF count is an excellent guide considering that it reports not only the degree of neuromuscular block but also the state of recovery from it.",0
1155,"In 2013, Goralsky published a report about 3 patients 7. The first was a 15 year old female patient who had been diagnosed with CF and pancreatic insufficiency. Although her nutritional status was good, her abdominal pain, nausea and periprandial vomiting persisted despite treatment with proton pump inhibitors PPIs. She was diagnosed with cholelithiasis and subsequently underwent a laparoscopic cholecystectomy, but her symptoms did not improve.",0
1156,"Beijing has been recognized as a ""market economy"" by various countries and the region and has pushed for ""strategic partnerships.""",0
1157,"Due to this limitation - which considers the increase of stabilizer matrix order r¡ with that characteristics, and in consequence the increase of general system matrix K- the value of this paper is to include this effect considering in one single term the effect of turn and deformation, estimating the rigidity to flexure torsion through the fourth degree differential equation of limited torsion [Vlasov, V 1961, Gutiérrez, P 1964, Ruiz, S; Bonilla, O 2006; Vallecilla, 2006].",0
1158,"Finally, they are normally both producers and consumers of contents prosumption ; .",0
1159,"In fact, chronic pancreatitis with minimal changes is currently defined as pancreatic abdominal pain syndrome without structural or minimal changes detected in images but with histological inflammation and fibrosis indicative of CP 9.",0
1160,"Only the assembly, as opposed to any inferior body of our organization, should be authorized to make changes in the statues and organizational structure of the magazine.",0
1161,There were no significant differences in terms of gender or age group in either of the series or options inquired about.,0
1162,"In response to these processes, the very concept of medicalization has ceased to occupy a peripheral role in the study of the relationship between medicine and society, and is now central to the field.",0
1163,"Furthermore, health effects were identified from chronic exposure to different contaminating substances that had previously not been identified as having a risk factor. Some were even considered beneficial, but with exposure effects over time it became evident that they were harmful to peoples' health.",0
1164,Researchers on the International Project on Family Quality of Life developed a conceptualization for family quality of life based on their experience in the field of individual quality of life.,0
1165,"On the other hand, if we separate our results according to the program of study to which they belong, a greater concentration of students who say they do not realize the importance of interprofessional work in their study plan o in the areas of Chemistry and Pharmacy and Medical Technology. On the other hand, in areas like Psychology, Occupational Therapy, Medicine, Speech Therapy and Dentistry, only 20% of students believe the same.",0
1166,In this system there is a global conception of the group that implies an internal and continuous resonance between all of its elements.,0
1167,"It can be observed from the results of the Student’s t-test shown Table 2 that there was a statistically significant relationship between sex and overall burnout p = 0.039, and sex and emotional exhaustion p = 0.045.",0
1168,"However, in the immediate postoperative during recovery, he developeda hypertensive crisis.",0
1169,"The value of a periodical publication is not measured only by the number of years it accumulates, nor by the indexes in which it is included, but by its social impact, its contribution to knowledge, its transcendence to shape a better world, and above all, its dialogue with its times.",0
1170,"Thus, if one is accepting the claim about the hegemony of immaterial production, then “the ubiquity of design immediately becomes clear because design is really … just a general name for the types of production we are talking about”.",0
1171,These data have contributed to explain arterial vascular injury during puncture.,0
1172,"The CP 1305, CP Compuesto Jalisco 1, CP Compuesto Jalisco 2, CP 1306, CP 1261 and CP 1205 cultivars had average values of around 80 to 100 units in peat-agrolite, but once they were cultivated in soil the AUSPC decreased to values of around 40 units Figure 1A.",0
1173,"On the other hand, there was hardly any possibility for Philippine Creoles to set up a military health system independent from the Spanish authorities, given their scarce number and their general collaboration with colonial institutions.",0
1174,"With the results of this study, we want to highlight that measuring gastric acid with litmus paper is easy to execute and correlates extremely well with histological findings. It requires only a minute to determine whether the vacuumed sample's pH is alkaline indicating atrophy, or acid indicating absence of atrophy. This corroborates recently published findings 9.",0
1175,This is why several countries eliminated its use back in the 1980s and 1990s.,0
1176,"To this end, the method developed for extracting term candidates of the medical field from linguistic information processing is described in this paper.",0
1177,"type of discourse interactions, teacher, tutor and student interventions, established model of discourse interaction teacher/tutor-student, student-student, number, frequency, type and contents of messages, and trained cognitive-linguistic skills.",0
1178,"Nursing graduates should recognize the steps of the research process and apply them to their professional know-how, respecting the ethical principles of scientific integrity.",0
1179,"While only 40 % of Child A cirrhosis patients have varices, 85% of patients with Child C cirrhosis have esophageal varices at the time of diagnosis 1.",0
1180,"Based on this, Villareal 1899 only needed a simple twist to cite from Regnault the measures that appeared to him to be prudent before going ahead with consanguine marriages:",0
1181,"Competency for homecare is defined as the capacity, ability, and preparation the family caregiver has to carry out the task of caring at home.",0
1182,"Despite this being a modest and initial sample of carotid endovascular therapy at San Juan de Dios Hospital, the goal is to exhibit the internaltreatment protocol and determine the perioperative morbidity.",0
1183,"The work presented describes such tenets in the educational practice, inquiring on the problems and limitations that immigrant families experience while actually participate at the school where their children are enrolled.",0
1184,"ASA I physical status is a protective factor for perioperative complications in patients undergoing elective surgery under general anesthesia OR=0.17; CI, 0.06-0.46; P<.05.",0
1185,"The doctors placed their attention, more than on the aberration that a union between siblings was assumed to be, on the characteristics of the lineage of a family, on the afflictions or virtues common to a group of related individuals.",0
1186,"While on a formal level the Fun Palace, and almost all of Price’s work, corresponds to the crudest expression of industrial elements, this condition is no more than the reflection of the lack of emphasis on design in comparison to the performative possibilities the building allows.",0
1187,"Aller gies may also occur, mainly with amino ester anesthetics 1.",0
1188,"Sialolipoma is a salivary gland lipoma variant first described in 2001 by Ngao. Presently, there are only 18 documented cases in scientific literature.",0
1189,"Along the centuries, nurses have based themselves on the study of different behavioral, cultural, and environmental factors, according to the technical media and resources available to achieve a better state of health of the population cared for.",0
1190,But it is necessary to give more dynamics to approaches toward research strategies that manage to consolidate those social views.,0
1191,"This study made various important findings: a the pilot program achieved significant improvements in the service users’ perception of their own health; b tele-care contributed to improvements in quality of life, the elderly individuals becoming less dependent and to the peace of mind of themselves and their families; and c that it is feasible to develop social and health care services for the elderly within the home using technology, as there is good acceptance on the part of the elderly, their caregivers/relatives and of the health care professionals.",0
1192,"SS is the second most frequent autoimmune disease, second only to rheumatoid arthritis. It is believed to affect approximately 0.5-4.8% of the general adult population over 55 years of age.",0
1193,"In this way, I understand equity in the framework of a conception of justice based on respect for the difference among subjects and collectives, with diversity in their needs to and abilities for converting goods into a good life.",0
1194,"One example is the use of antiretroviral drugs for treating HIV/AIDS; if the decision-variable is WTP this would result in them being cost-effective in high income societies like Europe and North America and not very cost-effective in other societies with lower incomes, like Africa.",0
1195,Genetic epidemiological studies have also identified polymorphisms of the GNB3 which influences the activation of immune cells 12.,0
1196,"Because of issues related to economic growth which was spectacular for several decades but stopped some years ago plus the eastward displacement of clandestine routes of entry of undocumented immigrants and the strategic geographical position of the main metropolis, Arizona and Phoenix have become the destination and trading platform of Mexican drug cartels and organized gangs trafficking undocumented immigrants.",0
1197,"The rural population with limited access to these services is higher in relation to urban, for example. In Charco Redondo Costa Chica in Oaxaca more than 97.6 % of the population did not have this service in 2005 and in 2010 48.72% CONEVAL, 2012.",0
1198,"Habermas proposed that human knowledge is composed of three constitutive interests: technical interest, practical interest, and critical interest.",0
1199,"To complete the questionnaire, we visited the hospital in all the different shifts to obtain a greater participation.",0
1200,He was always talking about the possibility of finding many different ideologies in society.,0
1201,Meir also considers that the concept of technology is comprehensive and goes beyond the use of machines.,0
1202,Patients afflicted with medical and dental compromise will benefit from usage of sophisticated imaging technology which provides detailed information.,0
1203,"Table 1 depicts a basic SAM with dimension 3 by 3 sectors for the Mexican Social Accounting Matrix for 1995, values are in US$ millions.",0
1204,The probability distribution of each variable was measured by the Shapiro-Wilk test.,0
1205,The difference between the true positive and false posi- tive rates Youden index was 0.3 0.30 - 0.30. This value is closer to the expected value. It should be close to 1.0 to be considered a perfect test for comparison with ultrasound.,0
1206,"Pressure coefficient, as a parameter of the catcher's behavior in relation to the wind, which is an indicator of its aerodynamics and also of its influence on the building's roof.",0
1207,"To summarize, the future projection of the new genetic-molecular technologies in the field of diagnosis and precocious detection is very limited by the lack of rigour in the research on these tests.",0
1208,The representation from that period continued to influence subsequent governments:,0
1209,The cerebral ventricle was cannulated and the Brain relaxed.,0
1210,"The important discoveries and information gathered allow the comprehension of migration as a complex, changing and diverse process.",0
1211,These contradictory data suggest that different factors are related with attitudes towards homosexual or bisexual people.,0
1212,It projected that mass refrigeration would provide an added value worth $160 billion per year by 2017.,0
1213,"For the people living in rural areas, for the younger people, the migration represented an alternative to break the cycle of poverty, but for those who had lived the experience of migration, meant being reunited with it, their main concern was the disease of a family member.",0
1214,"So, the conceptual and operational definition were generated from a review of the literature and an empirical phase interviews with the target population.",0
1215,"For the least abundant taxa, the entire sample was analyzed.",0
1216,"Some databases, such as the Greengenes database http://greengenes.lbl.gov/, have not been updated but can still be accessed.",0
1217,"• Annoyance to human population: taking into account that human being is only able to assimilate a vibration portion by means of audition, sensorial and visual senses emphasizing that sensorial sense is associated to a dangerous situation.",0
1218,"On the one hand, they promoted the safety of the play space and its withdrawal from street life, creating segregated areas of exclusion and exception within the city.",0
1219,"Looking through the published literature we find that, in its presence there seems to exist a significant difference in the percentage of cannulation possible without increasing the probability of related complications once the cannulation is complete 19.",0
1220,"63% of the electricity generated during August 2010 in Colombia came from hydropower, while 32% came from thermal power, most fuelled by natural gas which contributed 446 GWh of the 4,821 GWh from the Colombian Interconnected System CIS, while coal generated 235 GWh UPME, 2010.",0
1221,Two floors are connected by an inner stair with a door which closes both rooms.,0
1222,"When the demarcation became an inseparable issue, especially for the amount of maps that the same sector represented in different hands, the work of the Joint Commission became essential. Given that no satisfactory agreement was reached between the delegations of both countries, bilateral talks were conducted at the presidential level.",0
1223,"Then, we proceeded to model the tsunami for other possible cases.",0
1224,These diseases were classified in 1999 at the at the International Meeting for Classification of Periodontal Conditions and Diseases. At said meeting aggressive periodontitis as such was characterized and named for the first time.,0
1225,The descriptive analysis of the webpages of the patient organizations showed a lack of press rooms for user and media communication: only 21% of the pages had virtual press rooms.,0
1226,"Non-suppurative cholangitis, ductal destructive, characterized by inflammatory infiltrate especially of plasma cells, with lymphocytes, lack of eosinophils and macrophages in portal locations.",0
1227,"With respect to this study, the development of NAG complications were classified into two groups: those that, complications notwithstanding, developed sufficient or satisfactory degree of bone integration, and those which did not achieve this goal.",0
1228,"This is based on ATC, 1995, which states that in buildings with relatively short periods, lower than 0.12 seconds, the energy dissipation coefficient tends to be one.",0
1229,"The basic unit is built with wood pieces of 1.80 and 3.60 meters, easily harnessed in the area and whose geometry is defined by setting the distance between vertices.",0
1230,"As mentioned previously, the control system was implemented by means of a DSP board featuring the following advantages: fast response, easy programming and versatility Hoyos, Huertas et al., 2009.",0
1231,Five plants for each organism species treatment were inoculated and a control treatment with no inoculation was added.,0
1232,The most direct influence of forestry plantations on agriculture is the high use of water sources -especially groundwater- which competes with peasant communities for its use.,0
1233,"The primitive space of this plaza appears configured as an urban void in the alignment project of 1930, a document that regulated the outline of the current Conde de Lumiares Avenue, to the north of the plaza.",0
1234,"They were appropriate, because remediating contamination was and still is important and because a certain level of scientific excellence was reached.",0
1235,"The Bartlett's test of sphericity was statistically significant, suggesting the suitability of the data for the factor analysis model, indicating that the items were correlated.",0
1236,"The individual integration, the new approach, allowed the weight of responsibility that rested upon the shoulders of the State to be transferred to each person.",0
1237,"Likewise, investment in Colombia by all actors in science, technology and innovation during 2005 reached 0.52 % of GNP; however, investment in Research and Development only accounted for 0.18 % of GNP.",0
1238,"In this sense it is important to emphasize the promotion of healthy lifestyles and performing of physical activity, as has been done in Brazil.",0
1239,"Finally, society was in the midst of a profound transformation: a Subsidies were eliminated at the same time that national and multinational monopolies and oligopolies were being formed, also making small and medium-sized enterprises less competitive; b State revenue losses derived from lower tariffs were compensated for by taxes imposed on the people; and c In general, living conditions began to deteriorate and distributive inequalities were exacerbated.",0
1240,"Considering the number of diseases as well as of diagnostic, therapeutic and support processes, there is a need to disaggregate and to analyze specific timings and contexts in order to weigh the effect of each condition, action or omission on the process as well as on the partial and final outcomes.",0
1241,S1 does not take the meaning and reduces tension saying “I would have to go to study abroad”. S2 interferes to understand whether in the PDI one can be trained in forensic psychology and S1 answers negatively.,0
1242,"Likewise, in 1990 and 2000, the Nordic countries were among those with the highest socioeconomic inequalities in negative self-perceived health, with the exception of Sweden.",0
1243,"There is no doubt that this notion also forms part of the debate on contemporary political disciplines, but with wide resonance in other fields of knowledge.",0
1244,The urologist placed a tree-way Foley catheter connected to the bladder pressure-recording instrument.,0
1245,"Medical care always implies a medical - legal risk; consequently, every medical action must comply with the lex artis to limit the risk.",0
1246,"The sociodemographic characteristics of each participant, as well as the document provided for analysis, are shown in Table 1.",0
1247,"We excluded family caregivers with sensory and/or cognitive disabilities that could hinder comprehension of PST and caregivers who did not consent to the intervention, despite having presented positive results on the questionnaires.",0
1248,It is essential for those wishing to be considered authors of scientific work to know the existence of the norms to that respect.,0
1249,"Despite the fact that it is just a hypothesis and not a conclusive study, it is evident that the formal characteristics play a substantial role in the energy performance of buildings.",0
1250,"Following your idea of the zone as a ‘double’, can the zone be just the dark side of the moonthe negative instead of the double?",0
1251,"Through the analysis performed, we managed to identify that depression is a complex concept associated to other similar concepts sadness, melancholy, among others; however, upon elaborating the present analysis it was considered that the main attribute of depression in women was the presence of inhibition or delay of motor functions, as well as the presence of altered frame of mind.",0
1252,EB patients usually have limited mouth opening or microstomia.,0
1253,Table 3 shows the sampling quasi-variance of PCP for each stratum and for the total urban area of Cali.,0
1254,"Many journals now endorse these and other reporting guidelines and in so doing, require the relevant reporting item checklist to be completed and uploaded at the time of article submission.",0
1255,"As the data used in this paper comes from a single survey, the analysis does not attempt to capture individual changes, instead the way to test the hypotheses is by comparing the average support for the incumbent as we move from municipalities controlled by one armed actor to municipalities controlled by a different armed actor, and to areas disputed or not controlled by any armed actor.",0
1256,"The exploration found generalized peritonitis, adynamic ileus, significant intestinal loop distension, and a 12cm x 13cm diverticulum deviated on its own axis at the pedicle connecting to the ileus completely necrosed to approximately 80cm of the ileocecal valve.",0
1257,"Considering that the construction of the project will require three more years, the second part of the research aims to develop and implement a plan of labor risks prevention LRP based on the behavioral intervention of workers, in order to minimize the presence of accidents at work.",0
1258,"Being a National Park, scientific knowledge is high and so it is the existing knowledge concerning natural heritage that is partly inherited from the tradition of occupation of the area and partly acquired.",0
1259,"Said technique seeks to keep a complete and chronological record of fecundity and consists in that the woman interviewed describes the main events of her reproductive life, which, in all, permit constructing the reproductive calendar.",0
1260,The calcium carbonate used as flux was extracted from the quarry of Palenque in the township of Remedios in the province of Villa Clara.,0
1261,"Once the characterization for EPIYA sites had been performed, it was found that both motifs EPIYA-A and EPIYA-B were in all of the sequences evaluated Table 2.",0
1262,"In addition to wielding coercive capacity, however, these groups also provide basic social services, such as access to welfare, the organization of solid waste management and even the construction of public green spaces.",0
1263,"Nonetheless, the reading of the summaries of these articles does not show any differences in the results obtained. Later, probably, the information extracted from them will confirm the findings of the present analysis.",0
1264,"Only in 12.2% of those surveyed is the selection of the method influenced by healthcare personnel, specifically by the physician; in Mexico, the partner intervenes in the selection of the BC method in 52.4% of the cases, only the woman in 39.6%, only the man in 6.1%, the physician in 1.7%, the nurse in 0.1%, and others in 0.1%.",0
1265,"Therefore, they suggest the use of 100 mcg as an intravascular test dose in obstetric patients.",0
1266,"At the end of the procedure the patient was awake and an ultrasound evaluation was performed with a lineal transducer visualizing the trachea, the thyroid cartilage and the vocal folds, which are once again assessed for total bilateral mobility during phonation Fig.",0
1267,The business model centered on the production process begins to not work when used in a network.,0
1268,"The rates of pozzolanic activity of blended mortars with sFCC and MK, included in Table 2 and evaluated based on ASTM C311, largely outweigh the ASTM C618 specification 75%, confirming the pozzolanic nature of these additions.",0
1269,"As the rigidity calculus is independent to external loads, equilibrium per floor, transposed connection matrix C ¡ are obtained, which can be expressed in the matrix as indicated in Equation 3:",0
1270,Differences between this and the previous newspaper are blatant.,0
1271,"This was especially the case for basic subjects which students do not appreciate since they find no immediate application for them. Another characteristic exhibited by females is the fact that, at the beginning, they are very straightforward and undiplomatic. This trait favorably changes at the end of the career since they have to deal with patients.",0
1272,"However, MTSP 2008-2013 also made assumptions and identified risks in the long journey towards the targets.",0
1273,"The psychological, personal and economic repercussions affect not only the patient, but also his or her environment, therefore the importance is emphasized of an integrated management approach to the patient's reintegration into society.",0
1274,"In this institution, the patient can be hospitalized in 13 different places during management such as the trauma bay, emergency department, observation, general hospitalization, intensive care, among others.",0
1275,2- Absence of synergies.,0
1276,The experimental results were based on using VCollide v.201 compiled using Microsoft Visual Studio v.6.0 and v.8.0.,0
1277,"Young people, in turn, resented this police control, because they also considered that these spaces were legitimately theirs. Further still, the author argues that youthful spatial identity is established from and through these relationships of subordination and domination.",0
1278,"All the animals in our laboratory were monitored regularly for the presence of T. gondii, so the negativity for this parasite is guaranteed.",0
1279,The joint systems can have different forms and levels of freedom.,0
1280,"The high rank of ""Crew Arrangement"" factor among either labor group factors or the overall 83 factor, prove increased importance of such factor in enhancing construction productivity.",0
1281,"Dinius 1987 proposed a similar WQI, but suggested classification ranges based on specific uses apart from human consumption.",0
1282,"Thyroid, pancreatic and celiac disease anti-gliadin, anti-endomysium tests were all negative.",0
1283,"During those periods, people perform activities such as sending instant messages, chatting, taking photographs or music listening as well as responding to e-mails or finishing delayed tasks.",0
1284,Diagnostic and quantification of the concentration of CLas.,0
1285,The situation that currently exists in Guadalajara is an indication that its citizens do not have literacy which affords them a quality of life; and therefore they are incapable of reducing the sources of pollution vehicles or exposure to pollution.,0
1286,Both dyes allow observation of cellular reactions in cultures under fluorescence microscope.,0
1287,"Innovation has ceased being a Western exclusive, and Reliance and Tata, of India, Petrobras, of Brazil, and BYD Company, Haier Electronics Group and China Mobile, of China, appear among the most innovative in the world in the ranking by the Boston Consulting Group published by the American magazine Business Week.",0
1288,"Ischemic heart disease was the most common etiology 10 patients, followed by 8 patients with non-ischemic dilated cardiomyopathy NIDCM, 2 with hypertrophic cardiomyopathy and 3 with channelopathies 2 Brugada syndrome and 1 with long QT syndrome, Figure 2.",0
1289,"Blood pressure BP in mmHg was obtained by means of a sfignomanometer with mercury column; model Aneroide, Wan-Med CARDIOMED, Curitiba, Paraná, Brazil.",0
1290,"However, the cracking of the slab due to expansion occurs somewhat more discretely, in the traditional way, with random map-type distribution, without a preferential direction, and with the presence of exudative material.",0
1291,"Units in the first stage were census selections, grouped in layers depending on the size of the municipality.",0
1292,"So, it was a bond of caress for love, not so much for comforting…. Diamelo.",0
1293,"The field of reconstructive surgery has seen great advances with techniques of epithelial, muscle and bone grafts, which target prosthesis support.",0
1294,Ethic aspects.,0
1295,"However, when time was reflected in the object in the form of physical degradation, measurements had to be taken to maintain its relevance status, but even more important, its very existence.",0
1296,"However, its effectiveness as a surrogate safety measurement is not assessed.",0
1297,"The tendency of displacements in the spatial analysis B are less in magnitude than those obtained with analysis A and C, the base of this is because analysis B has more rigidity, adding the flexor torsion effect at the shear wall of channel section, as shown in the Graphic 5.",0
1298,"The aim of this investigation was to compliment current methods for monitoring the resistance to the fungicides piraclostrobin, epoxiconazol, and tridemorf, by increasing the phenotypical variables that could be related to levels of sensitivity, which would give a greater degree of certainty by identifying the resistant individuals, thus defining the application of one of these active ingrediants beforehand if the pethogenic population is composed of a greater or lower number of individuals tolerant to those active ingredients, therefore avoiding a greater selection pressure on these individuals.",0
1299,Table 1 shows the initial concentrations of metals in the samples.,0
1300,"The restriction of the margin of variability tended increasingly towards identification with the average man, which might lead to absolute equality.",0
1301,"We considered public space not just a static place or that space laid out in plazas, streets or parks.",0
1302, Anesthesia: Conscious sedation with midazolam and fen-tanyl was initiated under basic monitoring.,0
1303,"Likewise, the parameters calculated with the stress wave method were higher than those determined by ultrasound.",0
1304,"With the purpose of constructing this holistic view, we look to the key aspects of the social model proposed by the WHO ICF-2001 and ICF – children and youth, 2007.",0
1305,"""....a good one can go for about eight or nine hours, and you do not feel as anxious to consume immediately.",0
1306,"During the Eduardo Frei Montalva administration, housing was defined as ""a primary need that every family has a right to... whatever their socio-economic level may be"" Haramoto, 1980, p.",0
1307,"The foundation is the following: if the chi - square value is greater than or equal to 0.05, the null hypothesis is accepted and the research hypothesis is discarded. This means that there is not any relation among the variables analyzed. If the value is less than 0.05, the null hypothesis is rejected thus accepting the research hypothesis. This means that there is a relation among the variables being studied.",0
1308,"This Carthusian monastery was founded at the end of the 12th century in Tarragona Catalonia, in the east of Spain.",0
1309,"In clinical practice, local anesthetics and opioids are the most common medications used for epidural analgesia, either individually or in combination 5,6.",0
1310,This caused an overdependency on the answers of the contact person or promoter; and hampered the tracking process.,0
1311,It reads:,0
1312,"Construction is not an environmentally friendly process by nature Li et al., 2010.",0
